athlete_id,name,region,affiliate,gender,age,height,candj,snatch,deadlift,backsq,train,experience,howlong
CTCK23990486433304,Mr Dominic Williams,Canada West,CrossFit Reebok 306,Male,34.0-40.0,1.0-66.0,275.0-1936.0,259.95060461039174,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
PLWS58883537895285,Russell O'Brien-Preston,South East,CrossFit BNI,Male,34.0-40.0,69.0-70.0,240.0-275.0,205.0012103165129,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
KQLI57202224504186,Joyce Campbell,North East,Shoreline CrossFit,Male,34.0-40.0,70.0-72.0,275.0-1936.0,235.15991121501582,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
EZIF42917540411802,Leslie Hyde,North West,CrossFit E3,Male,28.0-31.0,69.0-70.0,275.0-1936.0,205.05854622583882,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
OKKM59362284023947,Mark Reed-Bond,South East,CrossFit West Cobb,Male,31.0-34.0,69.0-70.0,240.0-275.0,199.94922580878966,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
YCNW97345483736213,Dr Julie White,Central East,CrossFit Plymouth MI,Male,31.0-34.0,70.0-72.0,240.0-275.0,215.01302362434004,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I train other people|,2-4 years|
PDCP29223040828548,Mohammed Bartlett,Northern California,Delta CrossFit,Male,34.0-40.0,72.0-8388607.0,275.0-1936.0,213.93829084683256,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
KWXC24996258763162,Lucy Mann,Mid Atlantic,CrossFit Reignited,Male,31.0-34.0,1.0-66.0,209.60000000000002-240.0,170.11869051640628,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
IZGB83560671817108,Miss Amber Brooks,North East,CrossFit Caldwell,Male,14.0-28.0,66.0-69.0,240.0-275.0,220.17264572845298,419.0-465.0,340.0-385.0,"I workout mostly at home, work, or a traditional gym|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit by trying it alone (without a coach)|,1-2 years|
DVOO14726140882677,Carole Page-Pearson,Central East,CrossFit Lower Town,Male,14.0-28.0,66.0-69.0,240.0-275.0,200.15526609243116,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,2-4 years|
RQWD63436244704202,Mary Wilson,South West,CrossFit Hyperion,Male,34.0-40.0,72.0-8388607.0,275.0-1936.0,214.80069020120905,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
VLBV55600929471907,Abdul Adams,South Central,Brandt CrossFit,Male,40.0-56.0,66.0-69.0,-45.0-175.0,135.02400692492634,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
NQHV80205983142880,Janice Wright-Pearson,Mid Atlantic,CrossFit Tier1,Male,28.0-31.0,72.0-8388607.0,240.0-275.0,185.10970739473987,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I train other people|,1-2 years|
BDOU05189661118500,Raymond Patel,Australia,Functional Strength CrossFit,Male,34.0-40.0,70.0-72.0,240.0-275.0,206.87009182921716,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
BAKT86052911077385,Mr Gordon Watkins,North Central,CrossFit T-Town South,Male,40.0-56.0,72.0-8388607.0,240.0-275.0,205.07509142168894,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
YYXP69151194083148,Dr Danielle Jarvis,South East,CrossFit S3,Male,40.0-56.0,72.0-8388607.0,240.0-275.0,204.9440661310833,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,4+ years|
PQIZ67127726523879,Lewis Thomas,North West,Rogue Valley CrossFit,Male,40.0-56.0,70.0-72.0,175.0-209.60000000000002,144.8918327359422,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
SCCU09171669903909,Denise Green-Thomas,North West,CrossFit The Den,Male,14.0-28.0,72.0-8388607.0,209.60000000000002-240.0,169.97297625913419,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,2-4 years|
CNFE36775796625920,Tracey Thompson,North East,CrossFit Pallas,Male,31.0-34.0,66.0-69.0,275.0-1936.0,244.84832663004605,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
MQRS97877180417467,Mr Joel Hale,North Central,CrossFit Commence,Male,34.0-40.0,66.0-69.0,209.60000000000002-240.0,184.9291274691972,465.0-1936.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,4+ years|
YMKU10301416814628,Valerie Butler,North West,CrossFit Kenmore,Male,31.0-34.0,66.0-69.0,209.60000000000002-240.0,174.89556519044703,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
LCBR14348974053123,Mr Liam Armstrong,Australia,CrossFit Northern Adelaide,Male,28.0-31.0,70.0-72.0,275.0-1936.0,220.09541313368527,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
OIRJ44785774407615,Tom Green,South East,CrossFit High Octane,Male,34.0-40.0,1.0-66.0,209.60000000000002-240.0,174.9584793698304,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
DZTG32260131540182,Miss Ellie Berry,South Central,CrossFit Fleur de Lis,Male,14.0-28.0,70.0-72.0,275.0-1936.0,244.97233830385966,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
DGJR27220217008014,Dean Hayward,North Central,CrossFit E-Town,Male,40.0-56.0,66.0-69.0,240.0-275.0,195.05774442697768,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
YTYW86213067672270,Mitchell Foster,Central East,CrossFit Future,Male,40.0-56.0,69.0-70.0,240.0-275.0,199.89016072102473,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
TQXX11728243521617,Dr Alexander West,North Central,CrossFit 920,Male,14.0-28.0,72.0-8388607.0,275.0-1936.0,260.18609623246977,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
DSFT68190459423091,Keith White,North East,CrossFit CenterMass,Male,31.0-34.0,66.0-69.0,240.0-275.0,204.90370730665742,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,2-4 years|
MBXV66525392189294,Dr Adrian Boyle,Central East,St. Clair Shores CrossFit,Male,34.0-40.0,66.0-69.0,209.60000000000002-240.0,175.03634142435783,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
YNBU50206778434807,Sam Thomas,Canada West,Reebok CrossFit Ramsay,Male,28.0-31.0,72.0-8388607.0,240.0-275.0,215.0352580565446,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
YUPT50178835971554,Mrs Geraldine Butler,North West,CrossFit Untamed,Male,40.0-56.0,66.0-69.0,175.0-209.60000000000002,149.9426976092231,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,1-2 years|
EUNM84142429041996,Megan King,Australia,CrossFit Birkenhead,Male,34.0-40.0,66.0-69.0,175.0-209.60000000000002,165.0182154588056,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I write my own programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
RDFA37892066722742,Ronald Taylor,Australia,CrossFit Access,Male,31.0-34.0,70.0-72.0,240.0-275.0,220.05320763833015,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
NVWT91096722843828,Harry Allen,North East,CrossFit Virtuosity,Male,31.0-34.0,70.0-72.0,275.0-1936.0,250.00809272543677,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,2-4 years|
XLNL55214290803751,Leah Noble,North Central,CrossFit Lincoln,Male,34.0-40.0,72.0-8388607.0,209.60000000000002-240.0,165.12064485113837,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
